Name, Latitude, Longitude, Image
Les Deux Grasses, 49.893778,2.292627, http://lh6.ggpht.com/bDpEJkIV6fohzw-TwRYkFCeXNgALzPcSHrH8pi8z5EHBU36zaiO09ZLlyrJCS21LVDb7556xmoTmVGM1587u
En Hommage À De Lattre De Tassigny, Amiens, 49.892663,2.286038, http://lh4.ggpht.com/T7WkWfWOOh_-yM8mY42Mnu_JwGWSiU0vb0xkQnZzMTBOq9yOla3mpsTEV-tARSmwP7SKHTSLOGgK5FUbpkg
Protectrice, 49.890874,2.288678, http://lh3.googleusercontent.com/POEp16OPaKpGFabViD-QK6SKxIbA20xIxhvZ2HkoI0TPbRPVMHMJ0oEC1OfNl_fotsBuHhB0uCJL1Z5_bifRDQ
Les Sapeurs , 49.895798,2.29035, http://lh5.ggpht.com/eKRJj_6cgEiF8q9Kr8QkInoO55mihmNt7mYRUnSSQ5EWu6RHUq1C8vKSWodsGNsXzs477fRB8FXNBLXFD-uCEQ
église Saint Jacques , 49.895626,2.291986, http://lh3.ggpht.com/8LNgOYpbkQtcZdqmZRtYd-GIwb31-aopdlk7hd1_26DU3Gbw6VJjv-fILtlGU35kDW_hpPWvsf0O80chT_o
Peinture Murale, 49.893235,2.286714, http://lh5.ggpht.com/7_e4PvLb8YGA0jIytSiW2yAGqa3kztxgeG5tPRO5tULCpgMGO3vPAUq4NW5RDio5utwMGhUF5K6tgfdjHlDemg
Maison des Associations, 49.892348,2.290464, http://lh4.ggpht.com/RbCKakW_g7baNvW0bdBQDG3J4oKB-RfDBscmiqVVKS5d9MARGb8EHPemGtwM-BRua5VNTEEHYvDT9_geXRcbfw
A Coeur Ouvert - Leon Lamotte 1958 - Amiens, 49.890427,2.293619, http://lh6.ggpht.com/LdOkt-DAhV-69ZNG4PrwCNaD6bePPfnnSQPr9W94JITexYYa6q9DNj5yAqdBDgR3tjpQQasVwgturPBkCcK4
Amiens - Bustes Angle Sud-Est Musée De Picardie, 49.890422,2.294813, http://lh3.ggpht.com/9EpiwrXzskmmLwhDTwwsQ75FuLJv1FAVwOqW_4XRWCsTk93osvr7HNIQgtoBaRfknprZWaR5P3piY8VPx50
église Saint Honoré, 49.890155,2.289994, http://lh6.ggpht.com/c-wmqL-7ZjQ-wP5gdzAYTPIqa5fBjbU9Lh2FHb1nD2JX66Qp6RZRU1s__eQTzq7b94Fd-BRMBeIskVjQiiuSpxGoCoadxDQg_NDIYlhFxu6q_tSKCg
Amiens - Bibliothèque Communale, 49.890003,2.294913, http://lh3.ggpht.com/i-3Zw7kuGNzhWit_hTTKr3DpIyCM6UbieV6bZj-k2oNQWn4N4OGS6F1AR31Ogu9yMeKjIOV8kmJ9xW98Fg84DQuD1S3FGw4UsbKUXBEVuv5w5zc
Statue Des Beaux Arts, 49.891602,2.290816, http://lh5.ggpht.com/W2l9wu4iktVCeVtNYPXqgyC5FsXeo4ni6SLd-Zl6o_DC2veuI048c7WfHHCLfOUtpx09VKJb9UOQAma8iNBqzA
Bird Statue, 49.895547,2.289282, http://lh5.ggpht.com/yULxypZBNAhnesUJrrufgSy8Xy2p4qU4mBT-fINF6XEgg-If8XwdaT9zLE5n2jXTe7dd5Q2b4G61KXogFuyt
Fresque Murale, 49.895901,2.292402, http://lh3.googleusercontent.com/edouJXWgbK57TfXNvvFuJooJqM8rj3_f4SZsYfVy8-vzNdry2qyqplXxpVuq_NIZF20d_7SI_H8ZZvjqVoSK
Bas Relief, 49.889223,2.28829, http://lh3.ggpht.com/4cnzufRcdravNV1q2kTcM8T-Fs8RnRDIhTL6MhLMXa1tpOHPavseJ50CvHI79C3j1bukGwFCLSFjyPXRrgs
En Mémoire De Lamarck, 1744-1829, 49.890239,2.29174, http://lh5.ggpht.com/i2wYpGYqQSTAT8FtTliQ2CceyB739Mkzph5QkNlDP_AdvxqTrKAUECpqj7D95BdCv89KyVUbHAlsFbbn5r5nyg
Historic \"Double B\" House, 49.890705,2.290523, http://lh5.ggpht.com/96mFGAI_fW5yYEYQNvXYb5ES-jzOmzmDsV7pnUXj3ziEupT1aD1BR0sm0k67wbSzbOT4Dbdy_UKzEkNr2dmK
Statue Faculté De Pharmacie, 49.890364,2.292759, http://lh4.ggpht.com/t-Qn3En4MBkFqf0GORUruh5FShRZ1OFN8b0hmfQasKcpYv1eQb_NJhLdZFgcXEIiZVcA7CRWfwQ1V2PfDVzF
Eglise Reformée De La Somme, Amiens, 49.895398,2.291084, http://lh5.ggpht.com/rG4Es6HNalk6alNw29E0cV641_ukv7QM7a1B4hZZKwK_Yqhd3BlhKq53oN7jb3CwwVS69I_mJ-dTxOG8cate
Conservatoire et Auditorium, 49.89175,2.291221, http://lh3.ggpht.com/kG75zXHZ0jBQcnXTMsLu6c36MG8-ZTwH6OyDMFrFAfpBLquDCRzo7r_GOBiMrcZ13inzOsI3DiuxsFmNgM_k0A
Fontaine Saint Jacques, 49.895719,2.292414, http://lh5.ggpht.com/77WhRt-N83eOIn8xpy3aKa6XNRWsoz0w0LYfY6emm4X3JAGQdM2xtvWpu4OqLuT1dC4o_0hUwgHJAv8WvLaq
Amiens - Blason de l'évêque Pierre Sabatier, 49.890923,2.292621, http://lh3.ggpht.com/F9ZTywFNhYYFpEpfcfSoVYOdr6Q9Lgetfj2zhTd71kkfKgl9D-pGNX79-TBArkKQugk9oHVkxDThBRvMpWm0jA
Porche Du Lion, 49.889302,2.29455, http://lh3.googleusercontent.com/aIh9-qEybZCtsFBOVp3PDAA_FguM6Opasl6oTL0tVHKZk-R5PjKKt1Zl9nVZMXhlvbuEqRjBK7EH-sLJ1I4
Immeuble Des Centurions Romains , 49.893751,2.290819, http://lh5.ggpht.com/CXUiDm-VCHePHTl74wt0aEULrTV6Wj7Q_GgR23n4bT40OrL2lOO6Oclj0uVQejLmBjyVMwkIWAtK4S6f0xHI
Église St Jacques, 49.895859,2.291041, http://lh4.ggpht.com/tBzlezojbDBugvjmtIdAxvNaVTElrwaBnzZIyY2hOPmaRP5Wu67UhoieSEz7-90BUE_w0E4dp4vNzcPwlpk
Parc De Jeux Du Coliseum , 49.895075,2.28713, http://lh3.ggpht.com/4RGPXaCOMCKoRTOQ0bxqB-bl4l3vrxu6a8Y3HoY5_8J5PlkJbhDg9uoiHoAiwHRdAHCbdcnvLkGlkoIwMroQ1w
église Saint-Roch, 49.895978,2.28114, http://lh3.ggpht.com/0maEeDQkhKzLkoorLnpZnZbEYoazh1eH-ALgWZosHAiI_HiXmUfDGHGpex6LkeohD8qi9ImDYdKnI6LB1f21fw
Gare Saint-Roch, 49.893434,2.283748, http://lh5.ggpht.com/lcBNeTO0JNnPzeIq_cFlhc73MW6gySYkeeCpBfhrnKxu0LYV8fDIyg-FPw5t5VWjtxNNYrK7aKMOC4NfHcNh
Le BMB , 49.893066,2.274593, http://lh3.googleusercontent.com/ttk-xg08goNtqwElomgZFgbTqktFDOTZriYvS9KV041upCTVOzrHNgj4DQ9xhRD2-OteDUiP8EUFSAEoUpt2
Dojo Regional / Maison Des Sports, 49.891794,2.279156, http://lh3.googleusercontent.com/B8ELgl-SBFIVi_JR5OgoKdD55CbFN3oPJVL7yfHRuUEbw5sO6HnCyjukl7DFe1Az4mS05e7lsx1OdAOtmrSI
Plaques Commémoratives, 49.889734,2.281111, http://lh5.ggpht.com/ZBAXo4VH3heMHqQNlodtBE6WFcQsbL8BM425tCRlpP-1kzK3gB8PQcUhcXVOdJIXsV5OSjYf6HD4F8pY8tsK-w
Stade De La Licorne, 49.893976,2.262314, http://lh5.ggpht.com/niuPogyFYNWUWeNawBtGRo4NIKP4H7og60LyxbOAlYKKWAGtKXxHeEKy7XdyW6qPHgwlLIaE4ZnyyaAe_iiGmQ
Complexe Sportif Emile Guegan, 49.889148,2.266642, http://lh3.googleusercontent.com/Mhjdb-_8BGslHJ9H5IaikeZXE79mxjdzmH0Y2NY9AohXtPe13AEeE41bdX016OdRqcWfCnpcLXjp_RtWk_k
Zénith D Amiens, 49.89571,2.26863, http://lh4.ggpht.com/qoGLeq4NOz6Q0E8JUI39-zj_j4dqX_FWNQCiqp-4dSSfoy3DNgNz2nNCgS4ioBUxOlD3r4_jRcNtMJTw13-h
Plaque De L'octroi, 49.887851,2.289098, http://lh6.ggpht.com/1q6VtpIG1ZVklsAcol7yQjQ1bSjOa3tcNTsxikHfImo2q_p3agI3_G4e-dvbWYtlkDOnjjb3bEY6JhyCGTs
Porche Du 151, 49.886616,2.288407, http://lh6.ggpht.com/3JkJy9lVfkhbZM-ehhaX8DRWRtSsyjeGLYsEVIYm-S6SQf1z3eHg96ZklKBR3CEt-EmdvQ3e15ecu2uXvb_cvA
Bâtiment De La Société D'horticulture, 49.888293,2.29284, http://lh3.ggpht.com/79r0OJOdkYbjO7MOaUhdgiwquu4lxtchSMQAD-23QatHIK3Yca5_8DKMuITIv7uAVkOE1kLVQNAoCRxxyDk5
Restaurant D'application, 49.884311,2.294729, http://lh4.ggpht.com/xMMQktDESXwOzJuXlC9dUc46lBUCGqKnaJvtvH78l2uaw1hf1W963bhvGTifdsyhAA_ixmzXeIAuVP4c464
Fleurs Du 148, 49.884315,2.292055, http://lh6.ggpht.com/CMfMSqfXB66H-r3VJolgRTJohpcvQFARn5vL5YTyAxyGbSD7YWzgbDF7UIjvNpysFHl3xOvasSm3my0j7RQ
Ronds Mosaïque, 49.882399,2.285632, http://lh4.ggpht.com/8kQvR1tsErKt0p0gBFsXe0q_vCBW1ykNpdloPa1JA8WVNbkORYtJLjY07rMik2HVvedV2sLCfna4xqW25rM
Le Porche%u200B au Pélican, 49.888535,2.287107, http://lh3.googleusercontent.com/JmXw46zIsDEM001dnL_feLKV-sCL-QR62bZsSfAJ169CP9UjSraSrhW_4Wa-Xzr1eJcC9GZniwr-JN3rWZIrCw
Biscuiterie Vieville, 49.886573,2.293361, http://lh4.ggpht.com/MIrGgn7z2mvXe4HavBojRQPIhpEdVPy16fHM2EEA_T-5LkykSBhs_ode5juwjQtomKk7vM2440y287abGNCd
Blazon Dheilly, 49.888654,2.285067, http://lh3.googleusercontent.com/02X8_I-suttSa3DqpuiouMumIPZiAvXpa5ExWrp3AuG6OVb2NHDs7nFnB5ZaGDPLvNo8eCa6JT3yzUWR5PUo
Médaillon Du 105, 49.882861,2.294174, http://lh3.googleusercontent.com/IQ2zP3w76DUPBbbUgZLMkJD4VHLdbdTfUzjbUM7tW0sshEEPySpPAZmfV-dtLUYr3etWasKN4eEFg77NPSWt
Hôtel Particulier Historique, 49.888592,2.291976, http://lh6.ggpht.com/PjO45vdGf88R6CqZjfu_7W6p47cKrKRW32sm03a-S3cMAmCvasH0TgAs5VCl5qnCKErpPUu3K-nxVrqzsYuhDg
Tête Du 84, 49.886014,2.292719, http://lh4.ggpht.com/GQXHG2dtVxmZct6n5KS5FGu19nZ_Gg6HNWn5UKBp15zjrGKBfaRT5mhjfcYxoj7P3jgKc1B0hOsbMrap6hIgLg
Salamandre Jeanne D'arc, 49.883831,2.294388, http://lh6.ggpht.com/2KQsqf6CmES-fiRAsbPDiNcc6AS8fR4H7HZkYz3oBomOTe6suwx_zD4DTmkoFdarA-OLK9BpPqNRfQGOYJI
église Saint Martin (Paroisse du Saint Esprit), 49.885447,2.30048, http://lh5.ggpht.com/BPhstIZUirm_wNIlKl8wwTZOxr2dnusGfetO5P4XFMKRuEJxqegIR11s8IUXMjbCgJ9PNIYgA-qaehq7-i54Tz-9FyUHZH2PSq4m6keGAPrvllWC
Les Lions, 49.887096,2.295549, http://lh3.ggpht.com/t_aeWQbwdJEWwCJ0VS-BiteDhkIerT0R0hYnSbvMQd5Mbbg7x9DAgRfxcR0ZYOzciK9rDTR0tOhhOrOzj9pF
Cirque Municipal Jules Verne, 49.888265,2.295766, http://lh3.ggpht.com/4JhNY02XiL-TC64n8nDesX87QmFQXPWn-nS-zkwejSe7ADgoqg-f37fjHvKOdHUlcax_z5Uo45QNMcJrXh3HXQ2jHehIJ5mE_WT_hspbqJOXw4QY
Statue - Square Arlette Gruss Amiens, 49.888083,2.295028, http://lh5.ggpht.com/fs8vsEV8CEgapo-diuQnmKkqLJP2gI9iv3yN4RwLj2Avk94jUFD8BHpO5LgYvPMwtBLJjKt1xsZaUbrSdyBj
Sculpture Moyen Age, 49.884269,2.299275, http://lh3.googleusercontent.com/gy0tbMszcS_ZkbRdiverbmTLkSpIFbMyoe7zeiyjFkoo1GqEqYR8mh-xlqFzNR3O_0uqF1K-s2K7p-Cq0R8
Saint Louis Statue, 49.887108,2.296694, http://lh6.ggpht.com/e3n4GymfNqT8EI9a0IRYd05FSTr8KSnW-JreJMksziUgd6ypcXtsqELo9gbzthKbUyRvHKB_TJSCL5wn8BOq
Lion Gardien de L'entrée, 49.885873,2.297425, http://lh6.ggpht.com/Pse4ygNVWNSfc5udJE3cwr3xNztkM478VFgEF2gtXua2RPZWIqVuDmDXOaQGpUUvAxT8gUtVghv9qe_FEDAH
Birds and Fronds, 49.886072,2.295928, http://lh4.ggpht.com/7hZGA0Vrl3X2DFudKt--k2-tRCIXRb4FWmpFPYFEGlNYMPVnSaObQUGJM6o7jvlb7l2DT8vS6zFkzx0j2lMB
Tribunal Administratif d'Amiens, 49.886864,2.299626, http://lh4.ggpht.com/Wf3TQJ2E85a650Kc_pEl1iN7vq4T6ZaZSA7vMbgcMxJ1DTRcmBcDioOwBi75OBaALSA5QI9yyEnZ3R2mKg
Plaque Germaine Dulac, 49.885696,2.297138, http://lh5.ggpht.com/J_6twsirXK2J-PLNAoOdYNgjsOpWqHR-YUdQ02jibfoeEfzQIM9_-D5u4kq3jtt9bBrc4Atj_vY54vEDptXkjw
Fresque Jules Verne, 49.88765,2.301746, http://lh5.ggpht.com/qd2_AKAZCi013rf4BdBEBESpHJzioXqaKF6FaQl8cx5PeDEHSC9T3c6WGs1EXQHK5RlHClS-hNOgpUe-v1RJ
Portail Crèche Jules Verne, 49.885242,2.301531, http://lh3.googleusercontent.com/yxFSzQU1KgadeH8iWdmOgMRrVvjfN7Z09cgAgmIeCJ47MN0Q_ZQ9B82ZA-eTfVzpzORMGEHTnOEVBQBRTnaj
Chapelle D'Auteuil, 49.886738,2.297253, http://lh4.ggpht.com/Oi9ra9ZE52VX36oGhIwiQB-xD8AFkku49Y7_L9XNbC7Sli3n6NdXPDeAcemXZlofQlDs4GG0mfj8tbbXl3OJ
Plaque Jules Verne, Amiens, 49.887977,2.300585, http://lh4.ggpht.com/FL5gS0P28nQrU6ECdW6vC8oNvz-EVn08U5X_XMaXFQ3j2I-920GR_y_c21q4AzL-D6eImb8dlPasItnGM60H
Ange Sur Un Mur, 49.886584,2.300917, http://lh6.ggpht.com/IzkerYQ840JCTxh9TQGhKZV8BU60SnhUgkJSEA5OZ_Y9tz5SqYiZ4fA1sc3yPGAbSra4Tuo6p1OWkOGXnl40
Plaque des Résistants Torturés, 49.882853,2.300077, http://lh4.ggpht.com/rqPF7IOkkSBgD5KCixv0Mwgh1UeruvsDtRpjeDB-jiSbTTZdFsj5xJ9_0GH6SEcrsDU-cgwHtiva6Kwltz4
Maison Jules VERNE, 49.887909,2.301861, http://lh3.googleusercontent.com/iDz_UVIDkuK6JyJdql_fNeDEYc7VK51-goW0M67vAogrjQZDyzprLVa9xBciUNG2pKYUry6lxRsdf50RT66h
Statue Square Annie Fratellini, Amiens, 49.888145,2.296428, http://lh6.ggpht.com/o9LQpGjEU1DgKWwb9I-yWeGs72sDRKrKvh91VsIOYPFV7XY8EpxTFMwxEnNvMX4Pn3-ox57Nkiox6je3-F1yQA
Fille Dans Le Mur, 49.886523,2.296347, http://lh6.ggpht.com/P2xMFreNnpcYE7b2YATlNpmJ8EkXphiP4ULeCdqZ4rnjXHxJHcrLB8oqGUB79OTxEBuxsdI_7c6oNul0Hq0
Blason Feuillu, 49.886319,2.299706, http://lh6.ggpht.com/mCzNeIiWgnU6EgQFliGMBPPaL7_jTWt9fN37SjjAbgqHl6z1SI-VYg72kHygG5ldAygNsv2sNhkMJlvBo7nMcg
Tête De Porte, 49.885575,2.2994, http://lh3.ggpht.com/egsHQNpKcBcmnGgBs9ONaPHSOdHNMWh3i4WSGR_EA-ga-vHF9tt5nzAxX2284XBpi0Rs5N3TqdnugCIKTrlZ
Promethus And The Flame, 49.875774,2.297352, http://lh4.ggpht.com/E4fiwBBNByJ5lfvdVzzDIxK-EleVF7MskMWdR-jqR7YCdepOYoRDYmaQghJ2fmy270wgsu7fdrG--Zcr-y_P
A Nos Morts - Memorial, 49.876273,2.297263, http://lh4.ggpht.com/Edx3OfL-g-kXgKgl19Ln_Q_2zeV95qOMGILJYhgcErE7pBiSKqQavBLe_30H_8-q4MTD-pgBS7_Kd5phz_4
La Poste André Chénier, 49.877452,2.287644, http://lh3.ggpht.com/XFAKbgMIU3WfhowA8NRhwQ7E9xanNZsTO4SatYFSF1mRtyh1N7dKNh2O77O2waLHdQj6NPpLkWB7AhZ1-LKm
Facade Historique De La Cité, 49.876338,2.29498, http://lh3.ggpht.com/aAZfVyio6xHcSetUNsL_aL3Wm-EK2r2RhkWvwMFI-JQ3ZFzjnPkZn_Mi_2MPAGUHEkBoTJ59JzqN3ERgGEY
Porte Écoutilles, 49.876304,2.263829, http://lh6.ggpht.com/MkNdBMI3p44DKeRAjtknl12742sjC_eIZkCjPRH4mbRfekGH6Ra2NlAqiXzLZRh9nWoDZkDixG1vb6I--ip0Gw
Jacques zwobada , 49.875585,2.26461, http://lh3.ggpht.com/6dsXVxjAqWHupNtLwQ0CKJgZWszVVzpCfBvtK3q4Bn3ykUF0_wokDiUMxpqcw2AXPsizW1ySofB6foDrGeFN
calvaire , 49.874061,2.28884, http://lh3.ggpht.com/BIuE6Eh33UkZH3tyNjhHbbVYyNewLZ0nipNsdod50qmDlbM3ZtCRY2BB8rJmaMH4wBabNhAo29kuclL5C16V
Totem, 49.870275,2.285501, http://lh6.ggpht.com/nDZk5NEH7635jI-ph89c34SZLoLaZMhgQD2SOnWwXOxSNMghc1y-lLtI90Tyqg0SKcqbHMwZZUmaV_5dJ4r2kw
Fontaine De Salouel, 49.866539,2.252624, http://lh3.googleusercontent.com/LnDBLPalgHbjjQprwz6rprQ_qCsnB1ab3hOXveMOXOegWv0-zBVMliv8OIhmYmyo5YOCqE4SVDaNZhuvk28
Piscine Georges Vallerey, 49.871618,2.298984, http://lh6.ggpht.com/O-9t20YCcjUHp3Voq-gRVh89PylESFlgTr9i_arVwCkDq7s8iKRY8uNSRNo7NMXONPc5ZE6y1qvT8Kjl8sx05A
The 3 Men Sculpture - Historic, 49.873013,2.297574, http://lh6.ggpht.com/Ed940NLXJw01cJd81yDph8SKyP0bm8cGCAWihfALJsjXDX1FXEDfTR44tvRccTJZ3626mrFk2dr73pTKc6Pd8Q
Eglise Saleux, 49.859525,2.238757, http://lh6.ggpht.com/8nh41p3VZtNK_9_PhVkOUULE_ELT1KNdXkAk4VUot_WBvsXgrTbZNwO9bnupuNM7U8gkvfQouaIrHtEf53Y
Crucifix De Saleux, 49.854558,2.233474, http://lh6.ggpht.com/BRUdvFqiIHjXxnS--D9u2UekK72_-rtaooDIYzBazQQgqV1dAAw-AoNGyKOJG8S5xH-1O0eYwqC35TndbWUlxg
ADSEA 80, 49.866405,2.276801, http://lh6.ggpht.com/QsXS2VHWDPM0dKZsdy_eTZiYX80r7B3i6tJvWXHCoZdSk4S8y3SN_w_wtAoyPa17y7GGnJzpciTFuQCKyQ
Monument Aux Morts De La Bataille De Dury, 49.859843,2.276154, http://lh3.googleusercontent.com/DkD4NlBLZt_sieOvvLHuUC6cNrwkvzqt5lA5AcU2L40bAtplHB2VHmOXRRFX95kDZ6cZaw9Azd1F2Mh8Li5yZA
Eglise De Salouel, 49.869504,2.244983, http://lh4.ggpht.com/PmSewqgFQSwsAgPl1DpX5HYQ311RofqIrJMu856uFlcw0WB3_zNDk6vUy7hqjbdZsmx33IDp-zKwlxpC48GC
Monument Aux Morts, 49.870515,2.242919, http://lh5.ggpht.com/bvXMcVmsdzbGm6G4x4-Y3mpEM7Xw44aFUQu8WZ80BwlNhom6rq_lavjzH83yDe8ZGUO8DswFTMyK5IHQ1c8g
Andrieux Leduncq, 49.85756,2.274124, http://lh3.googleusercontent.com/cvzUd_p79_lWEt1Jk6gkgGJsvuqoFhwYYrbiYKcuO062idIiFoYEJeAcLqqlaKOTFPseAmxQTIMyrh26C4M
Bouctot vagniez, 49.857383,2.27324, http://lh3.googleusercontent.com/IewAIfzl4xXWiYKpzQoV7AfMZ_tQ3Q94WZj755_4dckHAUBGrAqTtIu44mF2_l594-fCLRZjVqoSf4dkYZTw
Équerre Du Franc Maçon, 49.857951,2.274143, http://lh3.googleusercontent.com/JnqLRy02dYZBYQG1ZTU1c7anIXmyAFUxY6fXWFNgVVxMHDRNnJDj5Eo-75eJcuKbDEk-j0C1Tw_04LvTHGc1
Château D'eau De Dury, 49.859445,2.275066, http://lh4.ggpht.com/Ed3a-NGWrveb75caPp0psSxrPNfGI_vQTeCqy-TmyN779iAJQRs9pFUP2NcYa-futkriaXHEc1NXEQMXFZVR
Département Informatique IUT D'Amiens, 49.870992,2.264132, http://lh3.googleusercontent.com/U1KBBklkHRFJaf4e6XuuU4Qt5WypGeJAKGDqmbXvlL6f1RU6Ik7FSWuKlmGB8CO5DDiYr-nTHoVK9WmimkW9
UPJV pôle Sport , 49.873042,2.266758, http://lh5.ggpht.com/RVVmMXNmFdFzeMy69YnFopnmlc2IfOfu3m2K6qFCIBVmBUr7M_D1dUxdzmzDuc7LnJAvfzVkk6Fmq6b8GYA
Tunnel Bouche, 49.873926,2.264777, http://lh3.ggpht.com/_uz54AkVcIx7VtpdsaSUdULcyfWJ3nXlrN5WibkB2MTVW6vIaHGzeJ0Ghgm29v95Mkbl4lDWv9uc5lwUqh0-Dg
Mitraillage Allemand, 49.868553,2.278873, http://lh3.googleusercontent.com/RXP9qdhjW96YXYHM0h0xYSet1W94wLncnlJ1OCXbmPjbfQekuF2PqX8Epf2mLOcJDEqbsB37wcFz5Qq0IT5Cfw
Fontaine Du Parc, 49.872078,2.275429, http://lh3.googleusercontent.com/AETG3ryE0QyWeVOgzUPdbjIKJAZSzslFNa5wJBHZ_-6W3aKNrqBSwSRBNPJtk4oKtYrJ23whiO0fOjKAWhtW
Entrée De La Vallée Des Vignes, 49.870645,2.280706, http://lh6.ggpht.com/u1KeW18cIOAzl0EioGIp46Fx4JS7jFFiWEkKHMO16Y1aiciO9a3FOgggwGlpztgWPAYGiKs2kaZshxgT7i0W
Chapelle Pinel, 49.871007,2.274921, http://lh3.googleusercontent.com/bX8o03uuKXUWir6xypoXR9C9WXrDPoaV4HFON_V4UOW-hqsKHdXmQ6BkwHOCUUFb36DkDivBKbGRAT2xTUNdhQ
Tipee Du Buffalo, 49.867891,2.279209, http://lh3.googleusercontent.com/gL6FVgozS00VxRpZGa9cDODiTz7wu61qpOk-puVflB6gwJIAMikZAcFhU4mIQ9UN_saK199g1JybBkqJeMDX
Pavillon J. Raynier , 49.872251,2.272983, http://lh3.googleusercontent.com/Ju7AZ1RZqYMH1mMyEIyyU6JvoesZPyn3bUIf9NKqdPk4M7KFpsE_4V0L8-5FOPw-NAHHkQeLBMXcb37d6f8weA
Bison Couché, 49.867742,2.279621, http://lh3.ggpht.com/3Sz1Gw7LGxpkmhssWMkvl31_sCqiSOXEMBY4CFcQPi6LJ5MmRKyI0U8BL9Sv5X9UN-XLfhzDJvHGuQkdXVeH
Ancienne Entrée du Gardien , 49.871173,2.279868, http://lh3.googleusercontent.com/ZcJefHd2yejs8QbB2S_rPEUCegNvgqYjIhbRT89W4LDcgHq-Aji5YJlwu_r9ESXF0BG2WYI3DJevQwa_DBBp
Sculpture Murale 1890, 49.871838,2.275258, http://lh3.googleusercontent.com/3t6Fz5sawx03RXYJW487_JRaqkyXg1tVG5rNWhzdD0gFwGj5Os8YZ2RslNzMEqbJ5UqniOtdNcVsE2LHQrB3
Alexandre Dumas Mural, 49.871059,2.301646, http://lh5.ggpht.com/aFppKZo6ePwcWP6uM85rVQ-esm_RurAV4sTDU5lg455Z3soHbK0eQ4JaTZ5HWSOu0_ixmlzhQ1lJSDRlrhdE
Crucifix, 49.864836,2.337877, http://lh4.ggpht.com/OSOdlrQIjibHteoF9ABMdXbMCYRzo9LZrg1bE_eEl_7EGnEjxDvb2Phw3xUCwUkv83YiZG7T0IKK3UzDUAz9RQ
Totem, 49.867881,2.363084, http://lh6.ggpht.com/Tjl-xCMZjDo4MZ-2_Bwcd-UhUvRg6Xt6sInOXeXJJo_xve-EpcGZJz6qn_zsJVknrxLBONM-x8lnnH3PUkn6SA
Sainte Famille, 49.861842,2.34111, http://lh4.ggpht.com/MHDqxu8TYWmiTcjjYMRRBH3CMfpGv9TBzubvrQQbx4qint1vnah7fnA25mKWbCaN-vqbxBg98v65DgJjvaQM
Cagny, Église, 49.862373,2.342097, http://lh6.ggpht.com/x2W2jZUONlYzZ_e1adknySaGCOk_-hpoydeM5uKaOV34GW6A69laky7mqjiynsKGn5nCdssu8sRWpTMa017g
Mairie de Cagny, 49.862002,2.343556, http://lh3.ggpht.com/z1UlAaTnYCmLr_-Ig7siRlRruFenlOhYGVfF9xpoqZOaNjutSyz92aWL4AizpcimBiVxBQ_dq-4g22_hjveedA
Château D'eau, 49.86616,2.350618, http://lh4.ggpht.com/pBoNLH0VYLj34JvhBILCfYNSHmOgr4bOLpgSJ-nL24HoDv_fpJy6xGPV6YClcASJVgFhGJpoEpPWTkFHlUY
Bibliothèque Jean Giono, 49.861295,2.344415, http://lh6.ggpht.com/Y1q1K1aoNq6b0xyk1OIBHhLcST7h-Tsz83LcKJaInGfEYFHxSRyFVhvuA6Vwi9vr5RUKaEnsDBAUwdg5yZIs
Brasserie, 49.861782,2.341844, http://lh3.ggpht.com/ehNgGeHcBQYdeEFjUktUB7Zc0ia-uvZpeFddl4rwmHpK8eEG8z9y8DY4OS-IXRnWRTQ1Qt-1iTfQCAb01g0
Marais des Trois Vaches, 49.877402,2.339692, http://lh4.ggpht.com/dQyj8uMxUcCSEMzPtRBAm2PgIAzanw_I9lD0AJCLdttskoqz9KAtRRMUjrJdUzGauO93AkDwp7E-SQjLQ7zi
Eglise Coeur Immaculé, 49.875108,2.329448, http://lh3.ggpht.com/4Zr69kcWj6oEyzPC8BfRQ8oM1O4yUl2Z3BUdgT-4erylv7XTeVcE4iEVOqYZLa5vhozgmFX1kps8t8MSqfjUew
Saint Acheul Archeological Garden Entrance, 49.8771,2.331226, http://lh4.ggpht.com/v34xV9CFpAt3dbv4MjBoISkRK1-RDIIvb9LEbjq42Ze0uG8B3nn-ef684lKflYUw5SeTbNE9fbeIuIoXqmvEig
Panneau indicatif de La Garenne - Chêne, 49.856746,2.341706, http://lh6.ggpht.com/PdoNhZDbjCJYJIfdSRT68Zxhm2tKwraSxF2GbwwiXFJttyREIMtJswnveYD82uXu1hifaV5GKZzTsq0OH_Y
Panneau indicatif de La Garenne - Frêne, 49.857586,2.340521, http://lh4.ggpht.com/aUzD0Fu7nquHtnjv3DPAJPvreKKl6Ww9M9XgkTWr8KBBGn0HV2ubJ4wi7U2sybC3B_fc1DHmP1UyiCFYYXbx
Panneau indicatif de La Garenne - Troène, 49.856818,2.341377, http://lh5.ggpht.com/wAyptnCA_ENYdKli8vauPQJADM3jhDHwGtTU_2uT9BG-snghgX1oKqDgROga5vApLPDAkY-7gRlXDzerCn_J
Panneau Indicatif de La Garrenne - Fusain, 49.857447,2.341227, http://lh3.ggpht.com/KBleItxRpbmBEvHl0148336wIQHMdcLjmASYiMzPslW4j7lbmBYE9onpOmulRPY-Qzk4FrwMqfXaruESBhBs
