Name, Latitude, Longitude, Image
Statue de l'Ours, 49.897569,2.294675, http://lh5.ggpht.com/pzudEKxXx7r588Qoz8_VgTfFo__OYmjnTxphBWPgaJ_Za8GCboDC-AJC5RYAnEEfUyDr4HPE-U7AWRfRtM1n8A
Institut du Monde Arabo-Musulman de Picardie, 49.897259,2.289897, http://lh3.ggpht.com/lSm_n-IOSt-6V-f-LWLaqrkoP0K0vuy6y1aTUvbQyer1Jy2BZkmiYaJ75K-OEOasiQAibwQfGot9WrBLhGUX
Art and Design in Amiens, 49.90224,2.293641, http://lh3.ggpht.com/-mltlgF672ppUGj7x3_ce1A783bihLE589jgdtNVyR3ck4QN_5BSyfZ6udchT5Zn0irND9lXCF40OW7BhQJ8
Les Grilles De La Hotoie, 49.897744,2.286057, http://lh4.ggpht.com/6AVgBTOEdkGrSdKTE2S48G9AjVahw5iWxHsgBoDTPp5Gs9lP8cSiDDm1LhKAFfAWZatn36Lkj3-7X8VwRY6B
Dancing du Pavillon Bleu, 49.89986,2.274953, http://lh3.googleusercontent.com/ZeRLv6tPjlpYEHheSX24DLnPaZVoE7RiVK9rLzpc3J2T7ndO6du_a7Tbs1BeaTmRa54Pf1ilH3wEgMb9G4sv
Art, 49.900043,2.273878, http://lh4.ggpht.com/SRPC7SeNSSZ8tRTwlZoS8SzJ4j_C3QV2qL1XZtBZbIEMqOUS4Q6Bqx-MpFtdY2evEFM7UbBoaJjMSgQSkO8L
Zoo Amiens - Mural, 49.901529,2.276036, http://lh4.ggpht.com/9hXvKQjX8mynDPpRQGv6__JjL2FdFkTZTk1dsHHaIyo9dh3f4kwLWq1BVemYTUfD9Tpz6JgMq3ZS0BmlNOQzMg
Delirium Tremens, Amiens, 49.90091,2.277917, http://lh5.ggpht.com/ISB0UjSWv85DQ7pNWmTW6h-QmWTgsxAX4vYMY0Ae0vjwy7f1akoO-5Sv7_YXVKlYmCMOI3pZjdljr9cOW3E
Le kiosque de la Hotoie, 49.897503,2.282023, http://lh3.googleusercontent.com/SpeypNfyalXqKh-y_FzQUQmeqmfWSD0FAzAQOLWa1RGvQD07OqPea078-A9UpiwmPnY67fh8STWhSLfuiqIl
Zoo Amiens - Kiosque, 49.8998,2.278861, http://lh3.googleusercontent.com/uzBOzodGVN3G60d-VLr1l2LUZSkxnZJcH-Dr6BXCbnRsORAFzV774JCfPrgMr2IqJks_1iL4KnBDAB5JCc0
Zoo Amiens - Totem Éléphant Pélican, 49.900231,2.27834, http://lh3.googleusercontent.com/1ZpnugC5tIjptZ3bwioq8raI0Rk6eLZ0-qe1QpHml6KeJ4xp9p4aVXzGBaNTt5-onnEqUft1kIugnK-UnSeE
Eglise De Hem, 49.901948,2.278366, http://lh6.ggpht.com/d0BOOeBZ_pGrVtqPvVVN_jJBmPchgFRl5__QDFtg-OJxNb9zifx7diD6ehhrwzN2dCAF1p7nst8Rs8bDCjZs
Zoo Amiens - Totem , 49.900307,2.275582, http://lh3.googleusercontent.com/IfmV_y389b3I7QxmnkD4vKyVfGZGoKwFAoHnLyA1qTZKTN906HV1KGHk1pIhMZMj9uTb6_LU0szCUnMZJCfq
Hotoie's Spider, 49.898566,2.275662, http://lh5.ggpht.com/2Q6m5GDhi-pwFGWcw6TDDTDq_TN8KyhqwEtFwtgq-UN0sOvXmJumwAQpr3ZV5S69xVPDPMH8-WoLGTfmMWH8
L'Ours Noir, 49.898095,2.283642, http://lh4.ggpht.com/P-MMPv34A9Mfd79CGEJ_gVoR75qA9UNLMWMtc0APcpKs9MPyLwuTXS_iCgfdajCDlM5cdfiXWFn1vTtrSzZr
Les Pingouins, Amiens, 49.900029,2.275661, http://lh6.ggpht.com/S7RtNn8M8EDX2i51y_ATbhZeSIKDNYCHtOSlHnO5rc6jpFN5B47gNrzJrRhlrmbxachU-O58VWltYJnlF_pz
Aire de jeux - Amiens, 49.898683,2.273623, http://lh3.googleusercontent.com/QysBrXWV08g7ICeEwvWGWnZHMcyBuPDuj8sJzreovaWFGzEJPKUuJ5ZUDuwgR2WmcY8mMhw4xm6IdxGbwAU2
Zoo D'Amiens, 49.899736,2.277977, http://lh5.ggpht.com/C3cNU__4-t9cYfc9mLorXNyqIb2Mcl5sEaWBreeknMTUrMGxs_iVuhb1jMHGvVt-veFIOowPwIc8QnOaeRcT
Statue , 49.900537,2.282531, http://lh6.ggpht.com/fJFBGQ4FCvkbqxB4aj5cfZ48Nlp9qnaSppbv_8b-E1TI4jcyUy6J1NJBzDMN5b20PV7BOcg_bmHSeqejLJPExg
Les Sangliers, 49.900016,2.27745, http://lh4.ggpht.com/xC4Aqf-ghChJPECY9k7iEllrTwOJNC9WwwivwpWYQpzfS5vUPjqOuQ8vynw8xlcCAO-jR98pkb3Dou5FPUS4
Les Nymphes, 49.889447,2.297985, http://lh4.ggpht.com/Wjbc8kQ6mJQel5YIIY73aMVKycWdZmPDNjwPUIFSc6g5sgQEcLZhkEnLfiS5fh_Jms_sBrmBcElo0eAASysU
Statue Square Jules Bocquet, Amiens, 49.893055,2.30029, http://lh5.ggpht.com/AHY_M3l01cnwEcS8_H0KW6ZJv8S7KEh3E1mPln9LplW7eiQgck7tMiXcWdVb4-3Ka3B0h-tuzZo46rV_PxYx
Façade De l'ancien Théâtre Amiens, 49.892412,2.299916, http://lh5.ggpht.com/QnxV9TQPHi0zuMoBqjkSJQyL1tIjGs4_Fk6C4bQn7yzbWAes7fAIyQtFAJgobpEVBaKwbub7DaMWztp4UVOh
Fontaine, 49.893357,2.297345, http://lh6.ggpht.com/LpiSIEs22MWJ3RmQrfVZtWZxNugOxesD3GcpV8_aWKBlKK-_acYAuxM58HnhEvVLmCftN8dh1EDja_D0OOUjGQ
Logis Du Roy, Amiens, 49.892867,2.299909, http://lh6.ggpht.com/zaHm6_Fqu9yUO4MlHZSuXOV-Uy747EmFYaWe9wbJmewc-Cz-3tyk0fdXRkH1crFaHD3PWeR6HcVIMZ1iBwQN
Maison Historique d'un Noble, 49.894071,2.300688, http://lh3.ggpht.com/rxA_XoRmKwV97qCHc6ZnAv8AQa1E65n8hFOjv3aWMbonRNUFdBafi_yY6LYHhux-bgI7tiH6AWoUG_YCQJXIkA
Eglise St Remy, 49.892012,2.296813, http://lh6.ggpht.com/F4S4h9OMFibyvI56suZohCulRFS9QScmNnGoKiYL_vowDewQhLHnF9MNgdZ48UG9PVzs2UXPBIWLTIA2q4f5u0GoVEvTr27pg6dUW0MJ9Q-UGqM
La Poste Façade Moderne, 49.894523,2.297331, http://lh6.ggpht.com/18g7tuyI2sJTzhO9e4r2OG8YqqJb3W1PwtPbhvJx9jra4jfYi-_sUNt4WgOI1aC5PgUCTHtzNfsbpriMUPKC
Grands Garages de Picardie, 49.892168,2.300106, http://lh5.ggpht.com/rrbYU1CElkGCkJnpl0nRQqJ46vYcQOto2FPMU8VU4OJ1MoDZhUpJiQAcY4DrzHAvLV5VqVwPTXozr8ShwRUu
L'aigle impérial, 49.889463,2.297164, http://lh4.ggpht.com/FyYxp6nBcECOIHkfSeGyRfvfuTtqFp-NPyX9vWlLomHi--Va0odWBXD7M_0lhr_Ksaa96gF5En9GaA9984fD
Horloge du Passage des Jacobins, 49.891883,2.297544, http://lh3.ggpht.com/AMTpal5tX6x6lIRLt6vW18OohHDxWvlcL_UvbD5e040op5AHGqA1bpj_5pOVhVQaD07HL3wn4k1laZf_nXQq
Hôtel du Préfet, 49.890571,2.296556, http://lh4.ggpht.com/u7Q1ZlYTTM1dzXnJRTnMjUncFoQLKtiJNejFcYCQnPfr4-OGNarZuICySiwRulLJ9yREpjfywfO4CsuUkL_gow
Vieille Façade Sur Batiment Rénové, 49.89232,2.297944, http://lh4.ggpht.com/30_dq6QVfe5MTEJ3AwOlMGTeyga2-XMVxLDF48AjWHKTxVVZSL1e8rfskp__xjSvwq4ikxiniqI3bBvrnvw
Human and Lion Melted, 49.891345,2.301377, http://lh5.ggpht.com/exliNBZyW6MkDt7cuIsaz2LlT5brdpf22rmqWp3ybgLnOZQ7ZvoFGwkYUSVSMQyhsJqrsLK4EbmhyP40EC_YpA
Sculpture Du Dessus De Le Teinturerie, 49.891742,2.299472, http://lh5.ggpht.com/La1elMvgqaD245R3NcZ0oy4g7votUgEGs44rji8Jvfg5HGlEmrthMInA4nmw9YH69kasUNBRQVbqoa6MKp4
La Récolte du Cacao, Amiens, 49.894836,2.299991, http://lh5.ggpht.com/lKXXE_YOTdUxb3wP12p7J-aVQ8BiSmFEQufjQSuqLnbFYzL9WH77aWoEr8tyIV7rf4CwUBrqP1fFTP89RsifQQ
Leonidas On Door, 49.891071,2.300415, http://lh6.ggpht.com/XTeVNkMig9R0Q39wOs_wQrXQ2bqe5Da198wENEbDppRHwJddk5sYP79s52GpAdqJYPgeMggg_uQcmmAO4vgc
Huissier De Justice, 49.893131,2.299102, http://lh5.ggpht.com/s-OIWdDVMzf97fMfspvJRjLY9oNIgA-szTv7PKuGiRW8Ho1MHFHn2T-TJahSgOm2KpDndyK8QlD4fZnWf-yw
Les Armures De La Maison De L'air, 49.891684,2.300036, http://lh6.ggpht.com/0kfRbtk21Z5NjiyOf10GJtxBUFFKgr7e9Gzmn7iUuyTAdTnFN6tgRmVpD4LkrpwpqP3cGnf_pQcuRuolnOZg
Sphynx Rouillé, 49.890656,2.295886, http://lh5.ggpht.com/ALP6X5AC_XxtWKoXNgZcc7x5Ave4Yc-LQg6KQa-WacFMYGrIunyVBI_ZWpZsj9xuT4mYrHO-qMAMwLFKNxI
Maison des roses, 49.892033,2.300578, http://lh6.ggpht.com/755RwOdkAFHt3IcUMqeVQpxh5sQVxr4NgngyE-o_iVUQV2Oxi17PPponeB47TCnp8T2VqpEE8tc6ofO0V60
Parmi nous, Les Infirmières , 49.895345,2.301018, http://lh3.googleusercontent.com/MLu9gtfPBrcROcW9pUx1fY2WAZxDQDCTq6pmwXTDAwkTtvHPZEH1U6ycRPQfwbql1orQwLwZkSdXlt4-W2iV
Salle De Lecture Bibliothèque Municipale, 49.890183,2.295537, http://lh3.googleusercontent.com/vIxKeVp4W3Q9ZgGgNPtiPcg8botuLLfQfLcC4qhXUOoEDsm_J1qB1dCZ749D0sG4og1CDiw5QLkfMbwKZrRx
Amiens - Square Pierre-Marie Saguez, 49.892174,2.295971, http://lh3.ggpht.com/9A4s3Ydgi2-Bdu2kmnk0MjsOx5jHH_K_td3IIWPbgzEDoMKk-tVF8yEZHrxYFmxbV0U7LBH81XzdJxd3FrY
Office De Tourisme , 49.895188,2.301325, http://lh3.googleusercontent.com/gv5LY0ZzwJN8BLDphwX7WOwvbEhBz81RQdfcDTJvL7ZKtLPwxGltwk6o4jnQUKzCzBRYNDZbCX-YoxgnMIU
Chapeau Melon et Piles de Livres, 49.89461,2.297888, http://lh3.ggpht.com/m_wHDWGf23MS3NblJzUTgDJNliUVKatLUIn3umkJN8lDChDww_OwLQACxIEHNUJ1boTb-9CcSkjUp8EP1WA
Façade Gothique Dans Le Centre D'Amiens, 49.893655,2.299155, http://lh6.ggpht.com/n8hdOf6VPQFQjQX50MXGselJYHsKRmNymiW7X1FspJkkIhxIIT5IQQKl8xPsVKuhlrUjPd8-te7Pr4yF0W2p
La Façade aux Chandeliers, Amiens, 49.892333,2.297612, http://lh5.ggpht.com/WYGsS0IsEMCo3G9TKoeIeyXXtOjPAxiWV7dw2r730uRNdh_U6Fs50gZj78JDDMRjUd7wvWj-trGyzvJJt-53
Haut Bas-relief, 49.892072,2.298718, http://lh3.ggpht.com/oLECax0NocS06PRcC-uZDi8TaF4vVZvJFGtIN4_XT9hoppapMffHyLH8EZLQ61YypbfOizfGH6hXRSi-jZOr
Armoiries Étoilées, 49.891113,2.296424, http://lh5.ggpht.com/B_F6lUS_ca3PUmk6_5l9aAqRnRfYj-Y6NLeDqeejz_toBlPUacIBKSSNoOCBZaiGAi_pvSqhhZ3rOMwi11da
Librairie Evrard, 49.893833,2.29622, http://lh3.ggpht.com/HL8MPi27nfZseBQKBRtrUlrALdISaQ8FN7nbFs5xrJoTcLkzwM8nWdaldcKnxNxLPiSu45lXMkx9HnyqbvM
Palais De Justice, Amiens, 49.89273,2.301278, http://lh6.ggpht.com/-RMmOoxy7QrLN6HX-5cB-9phYvO2VkQX97Zz2kmE2CnKamBXsLnCONqROSCiA1ghjEUINd1pjsnGHPRuWyzI8Q
Le fileur, 49.894975,2.29935, http://lh6.ggpht.com/GYRE0QzzdM0diRG1ecG2tjWqtrOOeX7E8zV9xFufFr80FPhWiH3VWxGqOI-cinXgkdOd9pOU8c1zXGj9Qj5rMA
Armoiries Du Gouverneur, 49.889813,2.296504, http://lh6.ggpht.com/pMxpN2RnINqm9Kpahn582k80fErAeGMqvlgc0-i1NPFjPNBjPg3UtPQW-PODTXmTakgtxBz19D0Xctn4Xza8SQ
Statut Architecte , 49.890155,2.300474, http://lh3.googleusercontent.com/rPLcvAgznvMv1zYFMrqvxvjVuWU4yrfWvqldn2VI9-f-9c473SWNPJDu5iFZhqD25_kSNFIl8zezYj9W9gWz3w
Inscription 'La Paix d'Amiens', 49.894364,2.295955, http://lh4.ggpht.com/ob_ubDfWr7It0lzUJ5q44qpwuM7IaKQN_PW67p312q3PopDZFSsmP2L4mB1rTWUv4sZejLS6kqS5zm8nWaqb
Chérubins Peints, 49.894407,2.300007, http://lh3.ggpht.com/zH21AJ2gAmQvI-sFae7oLA9JIActi1DZI1aaXZlXORYgqzAkIawpeYTjGemglCzdORc0VZg8owjU8zMuXkiJ
Amiens - Ange de la cathédrale, 49.894643,2.301705, http://lh3.googleusercontent.com/A8izyLs7IM5oy8rTD2dOqZv7leLBii6hABvu1ZjWKesIDv4UcYu4txAjCUD1bXGt3y9plTmhk80yyW6WRSOn
Cathédrale Notre-Dame d'Amiens, 49.89487,2.301179, http://lh4.ggpht.com/_rhHFJAONiPmxpEm7KV0io8eKpdoCWUiXa-ACndLGxNG0ZvXUK4xyUoVECPAYPYMDwilvmP2QQJ-qqAoBvwS
Bâtiment des Archives, 49.890942,2.295403, http://lh4.ggpht.com/x3qsStlE5mce0G5h_tZD1C54y6HzCPuTT55s-jDYB1hwBHe-QIMZ6h3H4AGGZV515EDFXWJ9-IWUW0VLRWg
Tribunal De Commerce, Amiens, 49.89304,2.301644, http://lh4.ggpht.com/s0YNBEgSHvAvM_6L-4aezPVOfg3xVrc1mZwHXPka2K99dD7wabJbZE_W1XB-ut2SpkSmwPcJ7CJiKEIOLUzOpg
Façade Flamande, Amiens , 49.891475,2.30193, http://lh5.ggpht.com/MWUpZV25f3G0K46Kxn4rsZq0OGexIze-hjHV5mr8BXgM7X5PwRzFiOK0NmmdNCwlFrsImUjrmByUhYM4ObOgyw
Cathédrale d'Amiens - gargouille, 49.89484,2.301931, http://lh3.googleusercontent.com/GGXNWrN5KMZ9OpQGokYJj7IEnREh2UzLg77L7wfAaC66IZtHbvGV1KuWniVYIz4fFMWKZSmnssHEMq9Ho2Nf
Préfecture Annexe, 49.891392,2.29537, http://lh5.ggpht.com/UttB9F0Jc1eGDuapXMyQUPhAxd0374DgQRXZe7XAR1_rsQdqiQBX-lt_eZnvKLUDL7CT22WPh9_1SHWxS3xm
Musée de Picardie, 49.890374,2.295902, http://lh4.ggpht.com/mayhocDfzEpOy0nkeUqwED7MSsVObe5b3ZStuxLMlZelXh9djb4Rfm140U_8qzgynj03z4dBRX3AGNl3zmhn
Mairie d'Amiens, 49.894173,2.295702, http://lh4.ggpht.com/0zvyk3hZVVYUGo-Rdm_Ct8NEyWIUmMmE_gxn5JN4boOlttNq61RU62kv7O1SC_TAKJgvxst_vIdweGpKX6sU
Chambre des Notaires 1854, 49.893291,2.301484, http://lh5.ggpht.com/bMiver5exXMNBZrhgOTbMoaA7gjGU4ZoJuxMC4tTUM2duCcvvGptML0HAkldTkX64eYXMisRIvzlmG_IA1A
Henri IV, 49.894787,2.300326, http://lh3.ggpht.com/RSjk_RIn_j3mbiEc1jhthFNk47k28zH9j7urodOz8je9EYc4id0sBb_1MkUyCXnKAJwcxuiqLZwGGmCpSkLF
Fronton De La Caisse Lecuyer, 49.892163,2.297143, http://lh3.ggpht.com/-kSGBsr_jVYDCP83v7IpGVWcvQzDEYtL28DYxzg0aHuhQ6xEhzMrbojJQ5z-ON9tOtXH0Drucbvr2Xqw1lAulQ
La Poste Jacobin, 49.891324,2.300002, http://lh3.googleusercontent.com/tne4Za7YoVMwJmO2ia_cYp4dophwNsU6HyAAaYbqJwpU1VyWutrs8-ThYHq-EEMICvYhnUTCNEmn5bfh1AU
Fontaine Dans Un Tunnel, 49.895926,2.300111, http://lh6.ggpht.com/9ahlrs7CPbjSgvNoT-xn21pSaHpdBdZ_VeyXpV3NdFoCeaXMnBxxWIt4rv4UbGUVTDTPwrfqqDuXEbCLVVQS
Portrait d'Albert 1er, Roi des Belges, Amiens, 49.889127,2.29532, http://lh5.ggpht.com/HXSWi2rvbeb-BvyxHVERr_TqVFeGMtc2VwvLAaRvFZdns87IM_7i8jBO1zXcmbZaF9pUcSfTQ2lL6T_VTqRVNg
Maison Du Baillage, 49.894701,2.295023, http://lh6.ggpht.com/TczXhXhZhtSjCTBV23dmgSrqHfoX_hwPIn_Wf-v3NRbf3Vnq7SB8BU7iB2Dzx6m-YfrpunomudVQ1fSIMOw1hg
Ancien Cinéma, 49.891854,2.29987, http://lh3.ggpht.com/ahZcXWbLMhA4PM3IcSa6NyqX022PBtLdKtOyBHy43XBrKULEJu3C-Dk6iCJwxdcT7gltd04qzzRGAt2iIwcKHA
Maison du peintre, 49.8935,2.299489, http://lh3.googleusercontent.com/VxW49n6Kzgovmo2W4r0vIGUZBRiRN0mT8vtOxCrq38EONm79vnoPfb8wBbOrOHowB6KSuTUnb_2DrNtWvN7CHA
Amiens, place de la cathédrale, 49.894807,2.30082, http://lh3.googleusercontent.com/6mjzuuXiDBZvEQ9T6ZeUx6ne2tGHiqjYNpOxQxM1X_N5dGF9Gx7RCCRxnXNYgUV_rK9aRrPLKEyE_Aw1AT8I
Amiens - Galerie Des Jacobins, 49.89196,2.297113, http://lh3.ggpht.com/ZR_A7wSDxveODn5tYHLWGxCEwl0EVJxW-BjeE57kgQT-YrrxUWv3yoPrTh8Ojt5iqAjUhjGAZMiaWCqLt0TT6g
Conseil Général de la Somme, 49.890183,2.295926, http://lh4.ggpht.com/5IzvL-WRtQ4kkLWwxoVrX7IX4F6ocUg6IcKaUbijNT5J4Lw-nq6IyajSbsyZ8EJ6YjY49kwkH-NEx43l8o4E9Q
Maison Jean Trogneux, 49.893251,2.296758, http://lh3.googleusercontent.com/5d0B37g72J5iFMDjhSx2IhrFtIjyii89VX9yA8Zq_Epb1Ffd-kfA7EIx6tlZ9JnKcQpZjF0zrUdimzsrG75dLw
Banque De France, 49.889759,2.295663, http://lh4.ggpht.com/JNUFfLruhiEtIYB79O_swSztPLpq2Dxfx75Qvl_I5BII10upTTR48HiiSX3P6uSAWs3VNzgJ-LPNriMXz5PO
Le Crocodile, 49.894683,2.298909, http://lh4.ggpht.com/FCfTV3pUZatfP6SfzPJipFA_cnA9vJVdmk725kcI3kvq9cR8IwuOLYfW09FuvyaTdw-0Q66hXYdbc8t09FlQ
Broc N Roll Music Store, 49.895164,2.29942, http://lh6.ggpht.com/WyZ-teUcUXOgRxMxkxKbO6DZfMSWUzCReBAqKCwUIwGdP17ekZfrHYA7j3aGhWUQUb9eWDAwpvEvQsBiAGI
Maison des Mascarons, 49.892487,2.299406, http://lh3.ggpht.com/b7AqfhMf_-eRxPoOE90MakeMP9WrM1rpHJ37bdxK1cuWIHAjmwT28_F_MQvksh210cJ7R6QFCMDMtvvZeNY
Ste Clotilde, 49.889901,2.300141, http://lh3.googleusercontent.com/y9E-Ibg6c_mUdDTN9XLmkeeObC3P1RrRA2jOBaOEgAzZ4A4N8i1tbugFpgJJxNBXp7fcGwIvAOtF36eCwpRC
La Vierge dorée De La Cathédrale d'Amiens , 49.894276,2.301819, http://lh3.googleusercontent.com/Z2e32a34ekCMlDu5SxNJ1Z-DNBnMRJnJM-MDje_18OcKaDuL-3IOpmJ3d7a-JEV5lvoBYcVKbT2a9L8IN6w
Colonne du Lion, 49.893124,2.29718, http://lh6.ggpht.com/vVQ00HualCCgxu1AoWxB5FZWxrmB2fSKXvXsMIKFasAvLGkeJMj2ykc-Ovy8GTbXZi-FjjWcOZDWmQ_lrfcD
Le Courrier picard, 49.891509,2.29685, http://lh5.ggpht.com/Xuri-mktf4av0hr62d1v3-VOeTk1OepxOONEWFV-7xUXAahO9_dmMmIe7QVyWDEf7Ft-EkGVv6q8ZX1EeK2z
Buste Frédéric Petit, Amiens , 49.889906,2.295247, http://lh4.ggpht.com/LmCdMQ6fkrNKWuMdTLr9WaF2--UxRVTQf8ejUpWpRoPObZmQ4fkJ3C56iSc-661al9lFCM-WSvHX3DD1KfJo
Street Art Courrier Picard, 49.890547,2.298315, http://lh3.googleusercontent.com/Wer8e2SLtF7AeAUs2oY-4UYQGgP-nt1OlNeY_8sir0v4HfscrmBpx-SoSIbNTB7217sct0szmKwXw7gmipp9Kw
Place Des Jets D'eau, 49.894249,2.298922, http://lh5.ggpht.com/ck9Zv1_NhZ_aaPtF3BDC0I_UnyTaLzUfcD0HaRN4oRAssjuCy4aWOmBtI6JlSqYyZJkXb9XOdVhbCQxdOo7fKQ
Les Colonnes, 49.892129,2.29814, http://lh5.ggpht.com/1OYXL0DLQMGGLCuisybGTQwPaEL0TXwxUJ3RhVKEAHvn2daLZQxeq2FMf3BJ1F14eobQOK1paaqytmyx5BfJbg
Comédie De Picardie, 49.890619,2.301316, http://lh5.ggpht.com/tsZ2hYwNmTThiXMpm9XghIGH8m_yz686syOi2li3jyQCpKw9QRM1t8M0vvAs8LhD-73CGvnG7I1NkI3x-Vg
Facade HUBAULT, 49.892505,2.295988, http://lh4.ggpht.com/BAZ-hfweTPyWLLO_1GaS6lg7HYtf65MLrkxKR2yabnEs1Hrc5K3iWW0P8hNKdJNfjGSPFLMJk9F_Mv0N_DVD
Hq of the Somme Résistance durIng WWII, 49.8915,2.299887, http://lh6.ggpht.com/mc71cE6XrjgTmzx-gm30xJHMOg6YqGSTIf0ZDlL9sOpYIuMcsCYKDtpBMzFYbqh_EuqGb6XQHf7IUH3cYqxi
a la mémoire des combattants du 7ème bataillon du régiment royal du sussex qui resistèrent à l'offensive allemande du 18 au 20 mai 1940 , 49.883884,2.262029, http://lh5.ggpht.com/w-Z7HsMYfOorKWrTfWXfmJxolWvMFH7R79r06cdEtd8F42mXpj9hShG4d2XsjR56ryst1yTUYeGU8LKHIDgyVA
Eglise Du Petit Saint Jean, 49.887784,2.264135, http://lh6.ggpht.com/kyHcFnqvONPwA3KXVBJ3Y-xiQEzIpazpip_I33MTagHNDXcX0azTqMcesfe5PfngvKPnZr6F0sOcJt3KGBA
Une Cigogne Sur Un Toit, 49.883497,2.276977, http://lh6.ggpht.com/ScCsBo5WOhElQMhp7TYml1t2FWCy2wTZ_YJVT_DavVTDLbWTfaqPmYWlGTtCCWoyV0exlEWuHsTRTop-d1I5
voie de la liberté Statue , 49.886274,2.278878, http://lh4.ggpht.com/vw0H2tWLgMVBLUdNpJAKeU5WHWBhGw5gjp6NVD7SbphO7QIXTE2kynVmWUPJR3Oe0myA7emunj3N3n3oo_I
Plaque Commémorative , 49.88394,2.281721, http://lh6.ggpht.com/u8ENFS1buW5hjO9T3qo2RpclBgVwPRtrTyr5jouyhiVC44mcFelB4hC1P5yMu7MY9hVEgZJ0BWPYOdSZzT0AZA
Paroisse Sainte Jeanne d'Arc, 49.88681,2.28059, http://lh6.ggpht.com/LyklFrNHKpkqLYMCERXpF3ZxlJagcgSEuXWeGTA_Zk2_gJZWi7rgshs9hZt0ggZiv_s8qahmmnJKkrubebhI
Plaques Commémoratives Lemaire, 49.885278,2.279879, http://lh4.ggpht.com/CdpPPCmuG-xQuFxMTDdf3B5DZ-NdcpMWRlwyFTSECFONx8lWiMjal2dCyO5YnGeluOUCIOAXNlc-KwQpvgIh
Monument Aux Mort, 49.882416,2.241688, http://lh3.ggpht.com/gpY4jwvpgRHY9n0-q-cdxhg1NCFuhhCtxJ6BYqJoF0zh48lXOcNYnBNkWFe0KpjIkW6J1NjKznn5KSvUgUQ
Mairie Pont De Metz, 49.881588,2.243634, http://lh5.ggpht.com/u0sXrashSu4LMYN2PAdkdVwmra1WEF3sRF3FMwtuO10Cjy_YH-FDA_QQLBWnoSCAqky30bgWrSoA4es2X-jU
Église De Renancourt, 49.893943,2.258013, http://lh6.ggpht.com/-wqE-WCG9pNTvP-ouMXQ5nPSM1YjCBoEoQwh4xkysNW2BTJMcFYcmEwY9x64HhfvAEFRevgvXTtCE1keOSEb
Terrain Jeux De Ballon , 49.878893,2.275408, http://lh3.googleusercontent.com/JCna7OU5aicujqXc8mAiO4SoxIvkvvp8uBD07Cha2uaJdAJ4e7RYdBxfetfZqoIv2Mz3BY25llNoisKqWGEd
Fronton D'angle, 49.881474,2.285072, http://lh3.ggpht.com/rEjdMGqpf1pVSk5p59DjcrZQ9gykgPVDiB1hn47RAeTi3jYQ9ksLrrNqXx_sM1qqeSgjK7WWZGM97f7qCJmr
Fresque de la Ferme, 49.89301,2.28969, http://lh5.ggpht.com/J2kvsJ62nG10-DoxZVQb2Jk5VCXZbSnQPv1aAoUC7nGmfDaX7L0oiJu9_R2JhFrfsITivI-nAYZktrBw7He8
Facade Art Deco, 49.892133,2.289916, http://lh6.ggpht.com/D7NE8xLW-qXGSfKKwRkdZxzkTZu2u2DMUxIOOdaKtnxoPD767UcBor82luW9NF4gqUEoFOnVuyqJu04C418
Plaque, Amphi Fernel, 49.890603,2.292902, http://lh6.ggpht.com/NQ25eK-JKM1ZrjqVanbQtNz-U1zcepT-Ha04L4wupBhc8mYCHWA3k8lkgKWpLavPWfK1Zl1t3Lr3-8md8E4
Maison de la Culture, 49.893958,2.292234, http://lh4.ggpht.com/jCzq6Zzyxk3hbIJRpLiwUODGYtr6LcnE_Knr3zD3s1Cx8lkVdeg9tmYWH-ngD46vO9FD3HmrHTgkB0Yb8SFMR4VG7OedFZDLCLwxLooiQA7eVh0r
Ecole des Beaux-Arts, 49.891796,2.290788, http://lh3.ggpht.com/9Qf4vn3m8jN53jigsvB6NskjRWtuiZBp-kPL_IfNGU7Q-GPRm813btg9UekDUPP9t69QXLGxLoxBLNxFThY
Les 3 Vierges, 49.894712,2.291263, http://lh3.ggpht.com/PNQN-YayquQnkST1njO_jCQUFqHuDqiTh0RwKuM07PmjGVJAM0_y9N7U-ti4FjJ1R-esZhZS4e_9G3kLxWo
Porte Décorée, 49.889664,2.29334, http://lh4.ggpht.com/mt_q6HxeqxEzh05aFGR9wE2vcKiO1-cSjRC7WUs_XAujEKE18rdQrHdsjPu7POA6tgok0EOXBVumUZKgGpZI
Statue Lhomond , 49.892283,2.290098, http://lh6.ggpht.com/X3TXPWX1eWnJjVP-2tIJOnIIxVTEiSKi-HK2FnogpNuqTwqYOsSxQxf67mN5G_3zKCfRw6iBV5VWPfpkUjc9
Memorial Corine Seguin, 49.889751,2.289552, http://lh6.ggpht.com/A5QuGFnv8m5annZJns4Y9JKTnHAWMQmnIeMepDLTTOJg190LAY-xSCRW2eEcX6WjDMa4fWUSmfjKHww_DDEwvQ
Coliseum, 49.893646,2.288906, http://lh4.ggpht.com/aGYcNE4S3iwqEPrqdcjn5fxtGKL2wO5tdJ27REzmif0cuS4-IXfgymFWLngpr0q__toyFxIr0ekhg-ClG8ML-A
Samurai Wall Art, 49.891612,2.287897, http://lh4.ggpht.com/xTaNr60rT_xXzvOFs84_cTfro0oUykw4t0J09O04xLyDQtP67_bgSS7Z7Cdky8FlXnH5Dy8DekvC3aHK1qTX
